"UNIPROT","GO","GONAME","ONTOLOGY"
"Q9UEW3","GO:0004888","transmembrane signaling receptor activity","MF"
"Q9UEW3","GO:0005581","collagen trimer","CC"
"Q9UEW3","GO:0005737","cytoplasm","CC"
"Q9UEW3","GO:0005886","plasma membrane","CC"
"Q9UEW3","GO:0006898","receptor-mediated endocytosis","BP"
"Q9UEW3","GO:0006911","phagocytosis, engulfment","BP"
"Q9UEW3","GO:0007166","cell surface receptor signaling pathway","BP"
"Q9UEW3","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP"
"Q9UEW3","GO:0030666","endocytic vesicle membrane","CC"
"Q9UEW3","GO:0038024","cargo receptor activity","MF"
"Q9UEW3","GO:0038187","pattern recognition receptor activity","MF"
"Q9UEW3","GO:0043277","apoptotic cell clearance","BP"
"Q9UEW3","GO:0045087","innate immune response","BP"
"Q9UEW3","GO:0062023","collagen-containing extracellular matrix","CC"
"Q9UEW3","GO:0070374","positive regulation of ERK1 and ERK2 cascade","BP"
"Q9UEW3","GO:0097242","amyloid-beta clearance","BP"
"Q9UEW8","GO:0002021","response to dietary excess","BP"
"Q9UEW8","GO:0004674","protein serine/threonine kinase activity","MF"
"Q9UEW8","GO:0005524","ATP binding","MF"
"Q9UEW8","GO:0005654","nucleoplasm","CC"
"Q9UEW8","GO:0005737","cytoplasm","CC"
"Q9UEW8","GO:0005829","cytosol","CC"
"Q9UEW8","GO:0005938","cell cortex","CC"
"Q9UEW8","GO:0006468","protein phosphorylation","BP"
"Q9UEW8","GO:0006884","cell volume homeostasis","BP"
"Q9UEW8","GO:0006954","inflammatory response","BP"
"Q9UEW8","GO:0007165","signal transduction","BP"
"Q9UEW8","GO:0008217","regulation of blood pressure","BP"
"Q9UEW8","GO:0010820","positive regulation of T cell chemotaxis","BP"
"Q9UEW8","GO:0016301","kinase activity","MF"
"Q9UEW8","GO:0016323","basolateral plasma membrane","CC"
"Q9UEW8","GO:0016324","apical plasma membrane","CC"
"Q9UEW8","GO:0018105","peptidyl-serine phosphorylation","BP"
"Q9UEW8","GO:0018107","peptidyl-threonine phosphorylation","BP"
"Q9UEW8","GO:0030644","intracellular chloride ion homeostasis","BP"
"Q9UEW8","GO:0032414","positive regulation of ion transmembrane transporter activity","BP"
"Q9UEW8","GO:0035556","intracellular signal transduction","BP"
"Q9UEW8","GO:0035725","sodium ion transmembrane transport","BP"
"Q9UEW8","GO:0035865","cellular response to potassium ion","BP"
"Q9UEW8","GO:0036438","maintenance of lens transparency","BP"
"Q9UEW8","GO:0038146","chemokine (C-X-C motif) ligand 12 signaling pathway","BP"
"Q9UEW8","GO:0042116","macrophage activation","BP"
"Q9UEW8","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9UEW8","GO:0044297","cell body","CC"
"Q9UEW8","GO:0046777","protein autophosphorylation","BP"
"Q9UEW8","GO:0050727","regulation of inflammatory response","BP"
"Q9UEW8","GO:0070294","renal sodium ion absorption","BP"
"Q9UEW8","GO:0071474","cellular hyperosmotic response","BP"
"Q9UEW8","GO:0071476","cellular hypotonic response","BP"
"Q9UEW8","GO:0090188","negative regulation of pancreatic juice secretion","BP"
"Q9UEW8","GO:0106310","protein serine kinase activity","MF"
"Q9UEW8","GO:1900745","positive regulation of p38MAPK cascade","BP"
"Q9UEW8","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","BP"
"Q9UEW8","GO:1901380","negative regulation of potassium ion transmembrane transport","BP"
"Q9UEW8","GO:1904044","response to aldosterone","BP"
"Q9UEW8","GO:1905408","negative regulation of creatine transmembrane transporter activity","BP"
"Q9UEW8","GO:1990869","cellular response to chemokine","BP"
"Q9UEW8","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","BP"
"Q9UEY8","GO:0000794","condensed nuclear chromosome","CC"
"Q9UEY8","GO:0005080","protein kinase C binding","MF"
"Q9UEY8","GO:0005200","structural constituent of cytoskeleton","MF"
"Q9UEY8","GO:0005516","calmodulin binding","MF"
"Q9UEY8","GO:0005829","cytosol","CC"
"Q9UEY8","GO:0005856","cytoskeleton","CC"
"Q9UEY8","GO:0005886","plasma membrane","CC"
"Q9UEY8","GO:0005903","brush border","CC"
"Q9UEY8","GO:0005911","cell-cell junction","CC"
"Q9UEY8","GO:0005938","cell cortex","CC"
"Q9UEY8","GO:0009410","response to xenobiotic stimulus","BP"
"Q9UEY8","GO:0014069","postsynaptic density","CC"
"Q9UEY8","GO:0016020","membrane","CC"
"Q9UEY8","GO:0045907","positive regulation of vasoconstriction","BP"
"Q9UEY8","GO:0051015","actin filament binding","MF"
"Q9UEY8","GO:0051016","barbed-end actin filament capping","BP"
"Q9UEY8","GO:0051495","positive regulation of cytoskeleton organization","BP"
"Q9UF11","GO:0005737","cytoplasm","CC"
"Q9UF11","GO:0007602","phototransduction","BP"
"Q9UF11","GO:0016020","membrane","CC"
"Q9UF11","GO:0045595","regulation of cell differentiation","BP"
"Q9UF12","GO:0004657","proline dehydrogenase activity","MF"
"Q9UF12","GO:0005739","mitochondrion","CC"
"Q9UF12","GO:0005743","mitochondrial inner membrane","CC"
"Q9UF12","GO:0006562","proline catabolic process","BP"
"Q9UF12","GO:0010133","proline catabolic process to glutamate","BP"
"Q9UF12","GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","MF"
"Q9UF12","GO:0071949","FAD binding","MF"
"Q9UF33","GO:0005005","transmembrane-ephrin receptor activity","MF"
"Q9UF33","GO:0005524","ATP binding","MF"
"Q9UF33","GO:0005654","nucleoplasm","CC"
"Q9UF33","GO:0005886","plasma membrane","CC"
"Q9UF33","GO:0007411","axon guidance","BP"
"Q9UF33","GO:0016310","phosphorylation","BP"
"Q9UF33","GO:0030425","dendrite","CC"
"Q9UF33","GO:0048013","ephrin receptor signaling pathway","BP"
"Q9UF56","GO:0000209","protein polyubiquitination","BP"
"Q9UF56","GO:0005634","nucleus","CC"
"Q9UF56","GO:0005654","nucleoplasm","CC"
"Q9UF56","GO:0005737","cytoplasm","CC"
"Q9UF56","GO:0005829","cytosol","CC"
"Q9UF56","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","BP"
"Q9UF56","GO:0007399","nervous system development","BP"
"Q9UF56","GO:0008589","regulation of smoothened signaling pathway","BP"
"Q9UF56","GO:0014033","neural crest cell differentiation","BP"
"Q9UF56","GO:0016567","protein ubiquitination","BP"
"Q9UF56","GO:0019005","SCF ubiquitin ligase complex","CC"
"Q9UF56","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","BP"
"Q9UF56","GO:0043153","entrainment of circadian clock by photoperiod","BP"
"Q9UF56","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP"
"Q9UFB7","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"Q9UFB7","GO:0003677","DNA binding","MF"
"Q9UFB7","GO:0005634","nucleus","CC"
"Q9UFB7","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"Q9UFB7","GO:0046872","metal ion binding","MF"
"Q9UFC0","GO:0000776","kinetochore","CC"
"Q9UFC0","GO:0000781","chromosome, telomeric region","CC"
"Q9UFC0","GO:0003682","chromatin binding","MF"
"Q9UFC0","GO:0005634","nucleus","CC"
"Q9UFC0","GO:0005654","nucleoplasm","CC"
"Q9UFC0","GO:0005664","nuclear origin of replication recognition complex","CC"
"Q9UFC0","GO:0005721","pericentric heterochromatin","CC"
"Q9UFC0","GO:0005730","nucleolus","CC"
"Q9UFC0","GO:0005737","cytoplasm","CC"
"Q9UFC0","GO:0005813","centrosome","CC"
"Q9UFC0","GO:0006270","DNA replication initiation","BP"
"Q9UFC0","GO:0006325","chromatin organization","BP"
"Q9UFC0","GO:0008327","methyl-CpG binding","MF"
"Q9UFC0","GO:0035064","methylated histone binding","MF"
"Q9UFC0","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9UFC0","GO:0071169","establishment of protein localization to chromatin","BP"
"Q9UFD9","GO:0005634","nucleus","CC"
"Q9UFD9","GO:0005737","cytoplasm","CC"
"Q9UFD9","GO:0005856","cytoskeleton","CC"
"Q9UFD9","GO:0007286","spermatid development","BP"
"Q9UFD9","GO:0009566","fertilization","BP"
"Q9UFD9","GO:0030156","benzodiazepine receptor binding","MF"
"Q9UFE4","GO:0001947","heart looping","BP"
"Q9UFE4","GO:0003341","cilium movement","BP"
"Q9UFE4","GO:0003356","regulation of cilium beat frequency","BP"
"Q9UFE4","GO:0005576","extracellular region","CC"
"Q9UFE4","GO:0005829","cytosol","CC"
"Q9UFE4","GO:0005929","cilium","CC"
"Q9UFE4","GO:0005930","axoneme","CC"
"Q9UFE4","GO:0007420","brain development","BP"
"Q9UFE4","GO:0030317","flagellated sperm motility","BP"
"Q9UFE4","GO:0030324","lung development","BP"
"Q9UFE4","GO:0035469","determination of pancreatic left/right asymmetry","BP"
"Q9UFE4","GO:0036159","inner dynein arm assembly","BP"
"Q9UFE4","GO:0044458","motile cilium assembly","BP"
"Q9UFE4","GO:0051649","establishment of localization in cell","BP"
"Q9UFE4","GO:0060285","cilium-dependent cell motility","BP"
"Q9UFE4","GO:0060287","epithelial cilium movement involved in determination of left/right asymmetry","BP"
"Q9UFE4","GO:0061512","protein localization to cilium","BP"
"Q9UFE4","GO:0061966","establishment of left/right asymmetry","BP"
"Q9UFE4","GO:0070286","axonemal dynein complex assembly","BP"
"Q9UFE4","GO:0071907","determination of digestive tract left/right asymmetry","BP"
"Q9UFE4","GO:0071910","determination of liver left/right asymmetry","BP"
"Q9UFE4","GO:0090660","cerebrospinal fluid circulation","BP"
"Q9UFF9","GO:0000175","3'-5'-RNA exonuclease activity","MF"
"Q9UFF9","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","BP"
"Q9UFF9","GO:0000932","P-body","CC"
"Q9UFF9","GO:0003723","RNA binding","MF"
"Q9UFF9","GO:0004535","poly(A)-specific ribonuclease activity","MF"
"Q9UFF9","GO:0005634","nucleus","CC"
"Q9UFF9","GO:0005829","cytosol","CC"
"Q9UFF9","GO:0008284","positive regulation of cell population proliferation","BP"
"Q9UFF9","GO:0030014","CCR4-NOT complex","CC"
"Q9UFF9","GO:0030015","CCR4-NOT core complex","CC"
"Q9UFF9","GO:0035195","miRNA-mediated post-transcriptional gene silencing","BP"
"Q9UFF9","GO:0043928","exonucleolytic catabolism of deadenylated mRNA","BP"
"Q9UFF9","GO:0046872","metal ion binding","MF"
"Q9UFF9","GO:0061014","positive regulation of mRNA catabolic process","BP"
"Q9UFH2","GO:0003777","microtubule motor activity","MF"
"Q9UFH2","GO:0005524","ATP binding","MF"
"Q9UFH2","GO:0005858","axonemal dynein complex","CC"
"Q9UFH2","GO:0005874","microtubule","CC"
"Q9UFH2","GO:0005930","axoneme","CC"
"Q9UFH2","GO:0008569","minus-end-directed microtubule motor activity","MF"
"Q9UFH2","GO:0030286","dynein complex","CC"
"Q9UFH2","GO:0036126","sperm flagellum","CC"
"Q9UFH2","GO:0036157","outer dynein arm","CC"
"Q9UFH2","GO:0036158","outer dynein arm assembly","BP"
"Q9UFH2","GO:0045505","dynein intermediate chain binding","MF"
"Q9UFH2","GO:0051959","dynein light intermediate chain binding","MF"
"Q9UFH2","GO:0060285","cilium-dependent cell motility","BP"
"Q9UFH2","GO:0060294","cilium movement involved in cell motility","BP"
"Q9UFH2","GO:0097729","9+2 motile cilium","CC"
"Q9UFP1","GO:0005576","extracellular region","CC"
"Q9UFP1","GO:0005783","endoplasmic reticulum","CC"
"Q9UFP1","GO:0005794","Golgi apparatus","CC"
"Q9UFP1","GO:0005901","caveola","CC"
"Q9UFP1","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9UFW8","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"Q9UFW8","GO:0003690","double-stranded DNA binding","MF"
"Q9UFW8","GO:0005634","nucleus","CC"
"Q9UFW8","GO:0005654","nucleoplasm","CC"
"Q9UFW8","GO:0010468","regulation of gene expression","BP"
"Q9UFW8","GO:0040029","epigenetic regulation of gene expression","BP"
"Q9UFW8","GO:0042802","identical protein binding","MF"
"Q9UFW8","GO:0140297","DNA-binding transcription factor binding","MF"
"Q9UG01","GO:0001843","neural tube closure","BP"
"Q9UG01","GO:0001947","heart looping","BP"
"Q9UG01","GO:0005929","cilium","CC"
"Q9UG01","GO:0005930","axoneme","CC"
"Q9UG01","GO:0007219","Notch signaling pathway","BP"
"Q9UG01","GO:0007224","smoothened signaling pathway","BP"
"Q9UG01","GO:0007420","brain development","BP"
"Q9UG01","GO:0008544","epidermis development","BP"
"Q9UG01","GO:0009953","dorsal/ventral pattern formation","BP"
"Q9UG01","GO:0010839","negative regulation of keratinocyte proliferation","BP"
"Q9UG01","GO:0016485","protein processing","BP"
"Q9UG01","GO:0021522","spinal cord motor neuron differentiation","BP"
"Q9UG01","GO:0030992","intraciliary transport particle B","CC"
"Q9UG01","GO:0031122","cytoplasmic microtubule organization","BP"
"Q9UG01","GO:0035720","intraciliary anterograde transport","BP"
"Q9UG01","GO:0036064","ciliary basal body","CC"
"Q9UG01","GO:0042073","intraciliary transport","BP"
"Q9UG01","GO:0043616","keratinocyte proliferation","BP"
"Q9UG01","GO:0045879","negative regulation of smoothened signaling pathway","BP"
"Q9UG01","GO:0045880","positive regulation of smoothened signaling pathway","BP"
"Q9UG01","GO:0048596","embryonic camera-type eye morphogenesis","BP"
"Q9UG01","GO:0060021","roof of mouth development","BP"
"Q9UG01","GO:0060173","limb development","BP"
"Q9UG01","GO:0060271","cilium assembly","BP"
"Q9UG01","GO:0060348","bone development","BP"
"Q9UG01","GO:0061525","hindgut development","BP"
"Q9UG01","GO:0070986","left/right axis specification","BP"
"Q9UG01","GO:0097225","sperm midpiece","CC"
"Q9UG01","GO:0097228","sperm principal piece","CC"
"Q9UG01","GO:0097542","ciliary tip","CC"
"Q9UG01","GO:0097598","sperm cytoplasmic droplet","CC"
"Q9UG01","GO:1903561","extracellular vesicle","CC"
"Q9UG01","GO:1905515","non-motile cilium assembly","BP"
"Q9UG22","GO:0005525","GTP binding","MF"
"Q9UG22","GO:0005654","nucleoplasm","CC"
"Q9UG22","GO:0005783","endoplasmic reticulum","CC"
"Q9UG22","GO:0005811","lipid droplet","CC"
"Q9UG22","GO:0042802","identical protein binding","MF"
"Q9UG56","GO:0004609","phosphatidylserine decarboxylase activity","MF"
"Q9UG56","GO:0005634","nucleus","CC"
"Q9UG56","GO:0005739","mitochondrion","CC"
"Q9UG56","GO:0005743","mitochondrial inner membrane","CC"
"Q9UG56","GO:0005794","Golgi apparatus","CC"
"Q9UG56","GO:0005811","lipid droplet","CC"
"Q9UG56","GO:0005829","cytosol","CC"
"Q9UG56","GO:0006646","phosphatidylethanolamine biosynthetic process","BP"
"Q9UG56","GO:0010821","regulation of mitochondrion organization","BP"
"Q9UG56","GO:0016540","protein autoprocessing","BP"
"Q9UG56","GO:0035694","mitochondrial protein catabolic process","BP"
"Q9UG56","GO:0140042","lipid droplet formation","BP"
"Q9UGB7","GO:0004033","aldo-keto reductase (NADP) activity","MF"
"Q9UGB7","GO:0005737","cytoplasm","CC"
"Q9UGB7","GO:0005829","cytosol","CC"
"Q9UGB7","GO:0008199","ferric iron binding","MF"
"Q9UGB7","GO:0016234","inclusion body","CC"
"Q9UGB7","GO:0016651","oxidoreductase activity, acting on NAD(P)H","MF"
"Q9UGB7","GO:0019310","inositol catabolic process","BP"
"Q9UGB7","GO:0050113","inositol oxygenase activity","MF"
"Q9UGC6","GO:0001975","response to amphetamine","BP"
"Q9UGC6","GO:0003924","GTPase activity","MF"
"Q9UGC6","GO:0005096","GTPase activator activity","MF"
"Q9UGC6","GO:0005634","nucleus","CC"
"Q9UGC6","GO:0005737","cytoplasm","CC"
"Q9UGC6","GO:0005886","plasma membrane","CC"
"Q9UGC6","GO:0007186","G protein-coupled receptor signaling pathway","BP"
"Q9UGC6","GO:0009968","negative regulation of signal transduction","BP"
"Q9UGC6","GO:0043005","neuron projection","CC"
"Q9UGC6","GO:0045202","synapse","CC"
"Q9UGC7","GO:0003747","translation release factor activity","MF"
"Q9UGC7","GO:0005739","mitochondrion","CC"
"Q9UGC7","GO:0005759","mitochondrial matrix","CC"
"Q9UGC7","GO:0016149","translation release factor activity, codon specific","MF"
"Q9UGC7","GO:0070126","mitochondrial translational termination","BP"
"Q9UGH3","GO:0005737","cytoplasm","CC"
"Q9UGH3","GO:0005886","plasma membrane","CC"
"Q9UGH3","GO:0006979","response to oxidative stress","BP"
"Q9UGH3","GO:0007155","cell adhesion","BP"
"Q9UGH3","GO:0008520","L-ascorbate:sodium symporter activity","MF"
"Q9UGH3","GO:0015229","L-ascorbic acid transmembrane transporter activity","MF"
"Q9UGH3","GO:0015882","L-ascorbic acid transmembrane transport","BP"
"Q9UGH3","GO:0016020","membrane","CC"
"Q9UGH3","GO:0016323","basolateral plasma membrane","CC"
"Q9UGH3","GO:0016324","apical plasma membrane","CC"
"Q9UGH3","GO:0019852","L-ascorbic acid metabolic process","BP"
"Q9UGH3","GO:0071361","cellular response to ethanol","BP"
"Q9UGH3","GO:1903861","positive regulation of dendrite extension","BP"
"Q9UGI0","GO:0004843","cysteine-type deubiquitinase activity","MF"
"Q9UGI0","GO:0005634","nucleus","CC"
"Q9UGI0","GO:0005654","nucleoplasm","CC"
"Q9UGI0","GO:0005737","cytoplasm","CC"
"Q9UGI0","GO:0005829","cytosol","CC"
"Q9UGI0","GO:0007010","cytoskeleton organization","BP"
"Q9UGI0","GO:0016055","Wnt signaling pathway","BP"
"Q9UGI0","GO:0016477","cell migration","BP"
"Q9UGI0","GO:0022604","regulation of cell morphogenesis","BP"
"Q9UGI0","GO:0030177","positive regulation of Wnt signaling pathway","BP"
"Q9UGI0","GO:0031593","polyubiquitin modification-dependent protein binding","MF"
"Q9UGI0","GO:0035523","protein K29-linked deubiquitination","BP"
"Q9UGI0","GO:0043231","intracellular membrane-bounded organelle","CC"
"Q9UGI0","GO:0046872","metal ion binding","MF"
"Q9UGI0","GO:0070530","K63-linked polyubiquitin modification-dependent protein binding","MF"
"Q9UGI0","GO:0070536","protein K63-linked deubiquitination","BP"
"Q9UGI0","GO:0071947","protein deubiquitination involved in ubiquitin-dependent protein catabolic process","BP"
"Q9UGI0","GO:0101005","deubiquitinase activity","MF"
"Q9UGI0","GO:1990168","protein K33-linked deubiquitination","BP"
"Q9UGI6","GO:0005242","inward rectifier potassium channel activity","MF"
"Q9UGI6","GO:0005516","calmodulin binding","MF"
"Q9UGI6","GO:0005737","cytoplasm","CC"
"Q9UGI6","GO:0005886","plasma membrane","CC"
"Q9UGI6","GO:0016286","small conductance calcium-activated potassium channel activity","MF"
"Q9UGI6","GO:0043005","neuron projection","CC"
"Q9UGI6","GO:0043025","neuronal cell body","CC"
"Q9UGI6","GO:0071805","potassium ion transmembrane transport","BP"
"Q9UGI8","GO:0003723","RNA binding","MF"
"Q9UGI8","GO:0005634","nucleus","CC"
"Q9UGI8","GO:0005829","cytosol","CC"
"Q9UGI8","GO:0005886","plasma membrane","CC"
"Q9UGI8","GO:0005925","focal adhesion","CC"
"Q9UGI8","GO:0008270","zinc ion binding","MF"
"Q9UGI8","GO:0008285","negative regulation of cell population proliferation","BP"
"Q9UGI8","GO:0030054","cell junction","CC"
"Q9UGI8","GO:0032991","protein-containing complex","CC"
"Q9UGI8","GO:0045296","cadherin binding","MF"
"Q9UGI9","GO:0004679","AMP-activated protein kinase activity","MF"
"Q9UGI9","GO:0005524","ATP binding","MF"
"Q9UGI9","GO:0005615","extracellular space","CC"
"Q9UGI9","GO:0005634","nucleus","CC"
"Q9UGI9","GO:0005654","nucleoplasm","CC"
"Q9UGI9","GO:0005737","cytoplasm","CC"
"Q9UGI9","GO:0005829","cytosol","CC"
"Q9UGI9","GO:0005978","glycogen biosynthetic process","BP"
"Q9UGI9","GO:0006096","glycolytic process","BP"
"Q9UGI9","GO:0006633","fatty acid biosynthetic process","BP"
"Q9UGI9","GO:0014873","response to muscle activity involved in regulation of muscle adaptation","BP"
"Q9UGI9","GO:0016208","AMP binding","MF"
"Q9UGI9","GO:0019887","protein kinase regulator activity","MF"
"Q9UGI9","GO:0019901","protein kinase binding","MF"
"Q9UGI9","GO:0031588","nucleotide-activated protein kinase complex","CC"
"Q9UGI9","GO:0031669","cellular response to nutrient levels","BP"
"Q9UGI9","GO:0035556","intracellular signal transduction","BP"
"Q9UGJ0","GO:0004679","AMP-activated protein kinase activity","MF"
"Q9UGJ0","GO:0004862","cAMP-dependent protein kinase inhibitor activity","MF"
"Q9UGJ0","GO:0005524","ATP binding","MF"
"Q9UGJ0","GO:0005615","extracellular space","CC"
"Q9UGJ0","GO:0005634","nucleus","CC"
"Q9UGJ0","GO:0005654","nucleoplasm","CC"
"Q9UGJ0","GO:0005737","cytoplasm","CC"
"Q9UGJ0","GO:0005829","cytosol","CC"
"Q9UGJ0","GO:0005977","glycogen metabolic process","BP"
"Q9UGJ0","GO:0006110","regulation of glycolytic process","BP"
"Q9UGJ0","GO:0006469","negative regulation of protein kinase activity","BP"
"Q9UGJ0","GO:0006633","fatty acid biosynthetic process","BP"
"Q9UGJ0","GO:0006754","ATP biosynthetic process","BP"
"Q9UGJ0","GO:0008603","cAMP-dependent protein kinase regulator activity","MF"
"Q9UGJ0","GO:0008607","phosphorylase kinase regulator activity","MF"
"Q9UGJ0","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","BP"
"Q9UGJ0","GO:0016126","sterol biosynthetic process","BP"
"Q9UGJ0","GO:0016208","AMP binding","MF"
"Q9UGJ0","GO:0019217","regulation of fatty acid metabolic process","BP"
"Q9UGJ0","GO:0019887","protein kinase regulator activity","MF"
"Q9UGJ0","GO:0019901","protein kinase binding","MF"
"Q9UGJ0","GO:0030295","protein kinase activator activity","MF"
"Q9UGJ0","GO:0031588","nucleotide-activated protein kinase complex","CC"
"Q9UGJ0","GO:0031669","cellular response to nutrient levels","BP"
"Q9UGJ0","GO:0035556","intracellular signal transduction","BP"
"Q9UGJ0","GO:0043531","ADP binding","MF"
"Q9UGJ0","GO:0045860","positive regulation of protein kinase activity","BP"
"Q9UGJ0","GO:0046320","regulation of fatty acid oxidation","BP"
"Q9UGJ0","GO:0046324","regulation of glucose import","BP"
"Q9UGJ1","GO:0000278","mitotic cell cycle","BP"
"Q9UGJ1","GO:0000922","spindle pole","CC"
"Q9UGJ1","GO:0000923","equatorial microtubule organizing center","CC"
"Q9UGJ1","GO:0000930","gamma-tubulin complex","CC"
"Q9UGJ1","GO:0000931","gamma-tubulin ring complex","CC"
"Q9UGJ1","GO:0005200","structural constituent of cytoskeleton","MF"
"Q9UGJ1","GO:0005813","centrosome","CC"
"Q9UGJ1","GO:0005829","cytosol","CC"
"Q9UGJ1","GO:0005874","microtubule","CC"
"Q9UGJ1","GO:0007020","microtubule nucleation","BP"
"Q9UGJ1","GO:0015630","microtubule cytoskeleton","CC"
"Q9UGJ1","GO:0016020","membrane","CC"
"Q9UGJ1","GO:0031122","cytoplasmic microtubule organization","BP"
"Q9UGJ1","GO:0043015","gamma-tubulin binding","MF"
"Q9UGJ1","GO:0051225","spindle assembly","BP"
"Q9UGJ1","GO:0051321","meiotic cell cycle","BP"
"Q9UGJ1","GO:0055037","recycling endosome","CC"
"Q9UGJ1","GO:0065003","protein-containing complex assembly","BP"
"Q9UGK3","GO:0005829","cytosol","CC"
"Q9UGK3","GO:0005886","plasma membrane","CC"
"Q9UGK3","GO:0035591","signaling adaptor activity","MF"
"Q9UGK8","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"Q9UGK8","GO:0005634","nucleus","CC"
"Q9UGK8","GO:0005654","nucleoplasm","CC"
"Q9UGK8","GO:0005737","cytoplasm","CC"
"Q9UGK8","GO:0005829","cytosol","CC"
"Q9UGK8","GO:0007165","signal transduction","BP"
"Q9UGK8","GO:0050709","negative regulation of protein secretion","BP"
"Q9UGL1","GO:0000785","chromatin","CC"
"Q9UGL1","GO:0003676","nucleic acid binding","MF"
"Q9UGL1","GO:0003677","DNA binding","MF"
"Q9UGL1","GO:0003714","transcription corepressor activity","MF"
"Q9UGL1","GO:0005634","nucleus","CC"
"Q9UGL1","GO:0005654","nucleoplasm","CC"
"Q9UGL1","GO:0005829","cytosol","CC"
"Q9UGL1","GO:0006338","chromatin remodeling","BP"
"Q9UGL1","GO:0006355","regulation of DNA-templated transcription","BP"
"Q9UGL1","GO:0007338","single fertilization","BP"
"Q9UGL1","GO:0008270","zinc ion binding","MF"
"Q9UGL1","GO:0009791","post-embryonic development","BP"
"Q9UGL1","GO:0010628","positive regulation of gene expression","BP"
"Q9UGL1","GO:0032452","histone demethylase activity","MF"
"Q9UGL1","GO:0032453","histone H3K4 demethylase activity","MF"
"Q9UGL1","GO:0033601","positive regulation of mammary gland epithelial cell proliferation","BP"
"Q9UGL1","GO:0034647","histone H3K4me/H3K4me2/H3K4me3 demethylase activity","MF"
"Q9UGL1","GO:0042393","histone binding","MF"
"Q9UGL1","GO:0044344","cellular response to fibroblast growth factor stimulus","BP"
"Q9UGL1","GO:0045892","negative regulation of DNA-templated transcription","BP"
"Q9UGL1","GO:0048511","rhythmic process","BP"
"Q9UGL1","GO:0060444","branching involved in mammary gland duct morphogenesis","BP"
"Q9UGL1","GO:0060763","mammary duct terminal end bud growth","BP"
"Q9UGL1","GO:0060992","response to fungicide","BP"
"Q9UGL1","GO:0061038","uterus morphogenesis","BP"
"Q9UGL1","GO:0070306","lens fiber cell differentiation","BP"
"Q9UGL1","GO:1990830","cellular response to leukemia inhibitory factor","BP"
"Q9UGL1","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"Q9UGL1","GO:2000864","regulation of estradiol secretion","BP"
"Q9UGM1","GO:0004888","transmembrane signaling receptor activity","MF"
"Q9UGM1","GO:0005262","calcium channel activity","MF"
"Q9UGM1","GO:0005886","plasma membrane","CC"
"Q9UGM1","GO:0005892","acetylcholine-gated channel complex","CC"
"Q9UGM1","GO:0007204","positive regulation of cytosolic calcium ion concentration","BP"
"Q9UGM1","GO:0010996","response to auditory stimulus","BP"
"Q9UGM1","GO:0022848","acetylcholine-gated monoatomic cation-selective channel activity","MF"
"Q9UGM1","GO:0042472","inner ear morphogenesis","BP"
"Q9UGM1","GO:0043005","neuron projection","CC"
"Q9UGM1","GO:0045202","synapse","CC"
"Q9UGM1","GO:0045211","postsynaptic membrane","CC"
"Q9UGM1","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound","BP"
"Q9UGM1","GO:0051899","membrane depolarization","BP"
"Q9UGM3","GO:0005044","scavenger receptor activity","MF"
"Q9UGM3","GO:0005576","extracellular region","CC"
"Q9UGM3","GO:0005615","extracellular space","CC"
"Q9UGM3","GO:0005737","cytoplasm","CC"
"Q9UGM3","GO:0006952","defense response","BP"
"Q9UGM3","GO:0015031","protein transport","BP"
"Q9UGM3","GO:0030670","phagocytic vesicle membrane","CC"
"Q9UGM3","GO:0030855","epithelial cell differentiation","BP"
"Q9UGM3","GO:0031012","extracellular matrix","CC"
"Q9UGM3","GO:0035375","zymogen binding","MF"
"Q9UGM3","GO:0038187","pattern recognition receptor activity","MF"
"Q9UGM3","GO:0042589","zymogen granule membrane","CC"
"Q9UGM3","GO:0043152","induction of bacterial agglutination","BP"
"Q9UGM3","GO:0045087","innate immune response","BP"
"Q9UGM3","GO:0048306","calcium-dependent protein binding","MF"
"Q9UGM3","GO:0050829","defense response to Gram-negative bacterium","BP"
"Q9UGM3","GO:0050830","defense response to Gram-positive bacterium","BP"
"Q9UGM3","GO:0051607","defense response to virus","BP"
"Q9UGM3","GO:0070062","extracellular exosome","CC"
"Q9UGM5","GO:0004869","cysteine-type endopeptidase inhibitor activity","MF"
"Q9UGM5","GO:0005576","extracellular region","CC"
