"UNIPROT","GO","GONAME","ONTOLOGY"
"A0A087X1C5","GO:0005506","iron ion binding","MF"
"A0A087X1C5","GO:0005737","cytoplasm","CC"
"A0A087X1C5","GO:0005739","mitochondrion","CC"
"A0A087X1C5","GO:0006805","xenobiotic metabolic process","BP"
"A0A087X1C5","GO:0016020","membrane","CC"
"A0A087X1C5","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"A0A087X1C5","GO:0019369","arachidonic acid metabolic process","BP"
"A0A087X1C5","GO:0020037","heme binding","MF"
"A0A087X1C5","GO:0042178","xenobiotic catabolic process","BP"
"A0A087X1C5","GO:0043231","intracellular membrane-bounded organelle","CC"
"A0A087X1C5","GO:0070330","aromatase activity","MF"
"A0A0B4J2F0","GO:0005741","mitochondrial outer membrane","CC"
"A0A0B4J2F0","GO:0006986","response to unfolded protein","BP"
"A0A0B4J2F0","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","BP"
"A0A0B4J2F2","GO:0000287","magnesium ion binding","MF"
"A0A0B4J2F2","GO:0004674","protein serine/threonine kinase activity","MF"
"A0A0B4J2F2","GO:0005524","ATP binding","MF"
"A0A0B4J2F2","GO:0005634","nucleus","CC"
"A0A0B4J2F2","GO:0005737","cytoplasm","CC"
"A0A0B4J2F2","GO:0016310","phosphorylation","BP"
"A0A0B4J2F2","GO:0035556","intracellular signal transduction","BP"
"A0A0B4J2F2","GO:0106310","protein serine kinase activity","MF"
"A0A0C5B5G6","GO:0001649","osteoblast differentiation","BP"
"A0A0C5B5G6","GO:0003677","DNA binding","MF"
"A0A0C5B5G6","GO:0005615","extracellular space","CC"
"A0A0C5B5G6","GO:0005634","nucleus","CC"
"A0A0C5B5G6","GO:0005739","mitochondrion","CC"
"A0A0C5B5G6","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"A0A0C5B5G6","GO:0032147","activation of protein kinase activity","BP"
"A0A0C5B5G6","GO:0033687","osteoblast proliferation","BP"
"A0A0C5B5G6","GO:0043610","regulation of carbohydrate utilization","BP"
"A0A0C5B5G6","GO:0048630","skeletal muscle tissue growth","BP"
"A0A0C5B5G6","GO:0071902","positive regulation of protein serine/threonine kinase activity","BP"
"A0A0C5B5G6","GO:0072522","purine-containing compound biosynthetic process","BP"
"A0A0C5B5G6","GO:0140297","DNA-binding transcription factor binding","MF"
"A0A0C5B5G6","GO:2001145","negative regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity","BP"
"A0A0K2S4Q6","GO:0005576","extracellular region","CC"
"A0A0K2S4Q6","GO:0005886","plasma membrane","CC"
"A0A0K2S4Q6","GO:0030593","neutrophil chemotaxis","BP"
"A0A0U1RRE5","GO:0000932","P-body","CC"
"A0A0U1RRE5","GO:0000956","nuclear-transcribed mRNA catabolic process","BP"
"A0A0U1RRE5","GO:0006397","mRNA processing","BP"
"A0A0U1RRE5","GO:0010607","negative regulation of cytoplasmic mRNA processing body assembly","BP"
"A0A1B0GTW7","GO:0004222","metalloendopeptidase activity","MF"
"A0A1B0GTW7","GO:0005737","cytoplasm","CC"
"A0A1B0GTW7","GO:0006508","proteolysis","BP"
"A0A1B0GTW7","GO:0007155","cell adhesion","BP"
"A0A1B0GTW7","GO:0008233","peptidase activity","MF"
"A0A1B0GTW7","GO:0016020","membrane","CC"
"A0A1B0GTW7","GO:0046872","metal ion binding","MF"
"A0A1B0GTW7","GO:0061966","establishment of left/right asymmetry","BP"
"A0AV02","GO:0006884","cell volume homeostasis","BP"
"A0AV02","GO:0015379","potassium:chloride symporter activity","MF"
"A0AV02","GO:0016020","membrane","CC"
"A0AV02","GO:0055064","chloride ion homeostasis","BP"
"A0AV02","GO:0055075","potassium ion homeostasis","BP"
"A0AV02","GO:1902476","chloride transmembrane transport","BP"
"A0AV02","GO:1990573","potassium ion import across plasma membrane","BP"
"A0AV96","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","BP"
"A0AV96","GO:0002244","hematopoietic progenitor cell differentiation","BP"
"A0AV96","GO:0003723","RNA binding","MF"
"A0AV96","GO:0003729","mRNA binding","MF"
"A0AV96","GO:0003730","mRNA 3'-UTR binding","MF"
"A0AV96","GO:0005634","nucleus","CC"
"A0AV96","GO:0005737","cytoplasm","CC"
"A0AV96","GO:0006397","mRNA processing","BP"
"A0AV96","GO:0008380","RNA splicing","BP"
"A0AV96","GO:0016554","cytidine to uridine editing","BP"
"A0AV96","GO:0019899","enzyme binding","MF"
"A0AV96","GO:0030895","apolipoprotein B mRNA editing enzyme complex","CC"
"A0AV96","GO:0032733","positive regulation of interleukin-10 production","BP"
"A0AV96","GO:0060340","positive regulation of type I interferon-mediated signaling pathway","BP"
"A0AV96","GO:0070935","3'-UTR-mediated mRNA stabilization","BP"
"A0AV96","GO:0140767","enzyme-substrate adaptor activity","MF"
"A0AVF1","GO:0005813","centrosome","CC"
"A0AVF1","GO:0005929","cilium","CC"
"A0AVF1","GO:0007224","smoothened signaling pathway","BP"
"A0AVF1","GO:0015031","protein transport","BP"
"A0AVF1","GO:0030992","intraciliary transport particle B","CC"
"A0AVF1","GO:0035082","axoneme assembly","BP"
"A0AVF1","GO:0035720","intraciliary anterograde transport","BP"
"A0AVF1","GO:0035735","intraciliary transport involved in cilium assembly","BP"
"A0AVF1","GO:0036064","ciliary basal body","CC"
"A0AVF1","GO:0042073","intraciliary transport","BP"
"A0AVF1","GO:0043005","neuron projection","CC"
"A0AVF1","GO:0060271","cilium assembly","BP"
"A0AVF1","GO:0061512","protein localization to cilium","BP"
"A0AVF1","GO:0097542","ciliary tip","CC"
"A0AVF1","GO:0097546","ciliary base","CC"
"A0AVF1","GO:0120170","intraciliary transport particle B binding","MF"
"A0AVF1","GO:1905198","manchette assembly","BP"
"A0AVI4","GO:0000209","protein polyubiquitination","BP"
"A0AVI4","GO:0005783","endoplasmic reticulum","CC"
"A0AVI4","GO:0005789","endoplasmic reticulum membrane","CC"
"A0AVI4","GO:0006986","response to unfolded protein","BP"
"A0AVI4","GO:0016567","protein ubiquitination","BP"
"A0AVI4","GO:0030433","ubiquitin-dependent ERAD pathway","BP"
"A0AVI4","GO:0030970","retrograde protein transport, ER to cytosol","BP"
"A0AVI4","GO:0046872","metal ion binding","MF"
"A0AVI4","GO:0061630","ubiquitin protein ligase activity","MF"
"A0AVK6","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"A0AVK6","GO:0000785","chromatin","CC"
"A0AVK6","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"A0AVK6","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"A0AVK6","GO:0000987","cis-regulatory region sequence-specific DNA binding","MF"
"A0AVK6","GO:0001217","DNA-binding transcription repressor activity","MF"
"A0AVK6","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"A0AVK6","GO:0001890","placenta development","BP"
"A0AVK6","GO:0002040","sprouting angiogenesis","BP"
"A0AVK6","GO:0003700","DNA-binding transcription factor activity","MF"
"A0AVK6","GO:0005654","nucleoplasm","CC"
"A0AVK6","GO:0005730","nucleolus","CC"
"A0AVK6","GO:0005829","cytosol","CC"
"A0AVK6","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"A0AVK6","GO:0032466","negative regulation of cytokinesis","BP"
"A0AVK6","GO:0032877","positive regulation of DNA endoreduplication","BP"
"A0AVK6","GO:0033301","cell cycle comprising mitosis without cytokinesis","BP"
"A0AVK6","GO:0042802","identical protein binding","MF"
"A0AVK6","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"A0AVK6","GO:0048144","fibroblast proliferation","BP"
"A0AVK6","GO:0060707","trophoblast giant cell differentiation","BP"
"A0AVK6","GO:0060718","chorionic trophoblast cell differentiation","BP"
"A0AVK6","GO:0070365","hepatocyte differentiation","BP"
"A0AVK6","GO:0090575","RNA polymerase II transcription regulator complex","CC"
"A0AVK6","GO:1990837","sequence-specific double-stranded DNA binding","MF"
"A0AVT1","GO:0004792","thiosulfate sulfurtransferase activity","MF"
"A0AVT1","GO:0004839","ubiquitin activating enzyme activity","MF"
"A0AVT1","GO:0005524","ATP binding","MF"
"A0AVT1","GO:0005737","cytoplasm","CC"
"A0AVT1","GO:0005829","cytosol","CC"
"A0AVT1","GO:0006511","ubiquitin-dependent protein catabolic process","BP"
"A0AVT1","GO:0007612","learning","BP"
"A0AVT1","GO:0007626","locomotory behavior","BP"
"A0AVT1","GO:0016567","protein ubiquitination","BP"
"A0AVT1","GO:0016779","nucleotidyltransferase activity","MF"
"A0AVT1","GO:0019780","FAT10 activating enzyme activity","MF"
"A0AVT1","GO:0021764","amygdala development","BP"
"A0AVT1","GO:0021766","hippocampus development","BP"
"A0AVT1","GO:0032446","protein modification by small protein conjugation","BP"
"A0AVT1","GO:0060996","dendritic spine development","BP"
"A0FGR8","GO:0005509","calcium ion binding","MF"
"A0FGR8","GO:0005544","calcium-dependent phospholipid binding","MF"
"A0FGR8","GO:0005789","endoplasmic reticulum membrane","CC"
"A0FGR8","GO:0005829","cytosol","CC"
"A0FGR8","GO:0005886","plasma membrane","CC"
"A0FGR8","GO:0006869","lipid transport","BP"
"A0FGR8","GO:0006897","endocytosis","BP"
"A0FGR8","GO:0008429","phosphatidylethanolamine binding","MF"
"A0FGR8","GO:0009898","cytoplasmic side of plasma membrane","CC"
"A0FGR8","GO:0016020","membrane","CC"
"A0FGR8","GO:0031210","phosphatidylcholine binding","MF"
"A0FGR8","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","CC"
"A0FGR8","GO:0035091","phosphatidylinositol binding","MF"
"A0FGR8","GO:0042802","identical protein binding","MF"
"A0FGR8","GO:0044232","organelle membrane contact site","CC"
"A0FGR8","GO:0045296","cadherin binding","MF"
"A0FGR8","GO:0061817","endoplasmic reticulum-plasma membrane tethering","BP"
"A0FGR8","GO:0140268","endoplasmic reticulum-plasma membrane contact site","CC"
"A0FGR9","GO:0005509","calcium ion binding","MF"
"A0FGR9","GO:0005544","calcium-dependent phospholipid binding","MF"
"A0FGR9","GO:0005789","endoplasmic reticulum membrane","CC"
"A0FGR9","GO:0005886","plasma membrane","CC"
"A0FGR9","GO:0006869","lipid transport","BP"
"A0FGR9","GO:0008429","phosphatidylethanolamine binding","MF"
"A0FGR9","GO:0009898","cytoplasmic side of plasma membrane","CC"
"A0FGR9","GO:0031210","phosphatidylcholine binding","MF"
"A0FGR9","GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","CC"
"A0FGR9","GO:0035091","phosphatidylinositol binding","MF"
"A0FGR9","GO:0044232","organelle membrane contact site","CC"
"A0FGR9","GO:0061817","endoplasmic reticulum-plasma membrane tethering","BP"
"A0FGR9","GO:0140268","endoplasmic reticulum-plasma membrane contact site","CC"
"A0JLT2","GO:0003712","transcription coregulator activity","MF"
"A0JLT2","GO:0005634","nucleus","CC"
"A0JLT2","GO:0016592","mediator complex","CC"
"A0JLT2","GO:0032968","positive regulation of transcription elongation by RNA polymerase II","BP"
"A0JLT2","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"A0JLT2","GO:0051123","RNA polymerase II preinitiation complex assembly","BP"
"A0JLT2","GO:0060261","positive regulation of transcription initiation by RNA polymerase II","BP"
"A0JLT2","GO:0070847","core mediator complex","CC"
"A0JNW5","GO:0005769","early endosome","CC"
"A0JNW5","GO:0005829","cytosol","CC"
"A0JNW5","GO:0034498","early endosome to Golgi transport","BP"
"A0JNW5","GO:0042803","protein homodimerization activity","MF"
"A0JNW5","GO:0062069","GARP complex binding","MF"
"A0JNW5","GO:0120009","intermembrane lipid transfer","BP"
"A0JNW5","GO:0120013","lipid transfer activity","MF"
"A0M8Q6","GO:0002250","adaptive immune response","BP"
"A0M8Q6","GO:0003823","antigen binding","MF"
"A0M8Q6","GO:0005576","extracellular region","CC"
"A0M8Q6","GO:0005615","extracellular space","CC"
"A0M8Q6","GO:0005886","plasma membrane","CC"
"A0M8Q6","GO:0016064","immunoglobulin mediated immune response","BP"
"A0M8Q6","GO:0050853","B cell receptor signaling pathway","BP"
"A0M8Q6","GO:0071735","IgG immunoglobulin complex","CC"
"A0M8Q6","GO:0071738","IgD immunoglobulin complex","CC"
"A0M8Q6","GO:0071742","IgE immunoglobulin complex","CC"
"A0M8Q6","GO:0071745","IgA immunoglobulin complex","CC"
"A0M8Q6","GO:0071753","IgM immunoglobulin complex","CC"
"A0MZ66","GO:0005737","cytoplasm","CC"
"A0MZ66","GO:0005874","microtubule","CC"
"A0MZ66","GO:0005875","microtubule associated complex","CC"
"A0MZ66","GO:0006930","substrate-dependent cell migration, cell extension","BP"
"A0MZ66","GO:0007265","Ras protein signal transduction","BP"
"A0MZ66","GO:0007409","axonogenesis","BP"
"A0MZ66","GO:0015630","microtubule cytoskeleton","CC"
"A0MZ66","GO:0019894","kinesin binding","MF"
"A0MZ66","GO:0030027","lamellipodium","CC"
"A0MZ66","GO:0030175","filopodium","CC"
"A0MZ66","GO:0030424","axon","CC"
"A0MZ66","GO:0030426","growth cone","CC"
"A0MZ66","GO:0031252","cell leading edge","CC"
"A0MZ66","GO:0032488","Cdc42 protein signal transduction","BP"
"A0MZ66","GO:0038007","netrin-activated signaling pathway","BP"
"A0MZ66","GO:0042802","identical protein binding","MF"
"A0MZ66","GO:0043204","perikaryon","CC"
"A0MZ66","GO:0044295","axonal growth cone","CC"
"A0MZ66","GO:0045296","cadherin binding","MF"
"A0MZ66","GO:0045773","positive regulation of axon extension","BP"
"A0MZ66","GO:0048471","perinuclear region of cytoplasm","CC"
"A0MZ66","GO:0048812","neuron projection morphogenesis","BP"
"A0MZ66","GO:0051015","actin filament binding","MF"
"A0MZ66","GO:0060327","cytoplasmic actin-based contraction involved in cell motility","BP"
"A0MZ66","GO:0061163","endoplasmic reticulum polarization","BP"
"A0MZ66","GO:0061573","actin filament bundle retrograde transport","BP"
"A0MZ66","GO:2000114","regulation of establishment of cell polarity","BP"
"A0MZ66","GO:2001224","positive regulation of neuron migration","BP"
"A0PJK1","GO:0005412","glucose:sodium symporter activity","MF"
"A0PJK1","GO:0005886","plasma membrane","CC"
"A0PJK1","GO:0008645","hexose transmembrane transport","BP"
"A0PJK1","GO:0015370","solute:sodium symporter activity","MF"
"A0PJK1","GO:0016324","apical plasma membrane","CC"
"A0PJK1","GO:0070062","extracellular exosome","CC"
"A0PJK1","GO:0140929","mannose:sodium symporter activity","MF"
"A0PJK1","GO:0140930","fructose:sodium symporter activity","MF"
"A0PJY2","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF"
"A0PJY2","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","MF"
"A0PJY2","GO:0003700","DNA-binding transcription factor activity","MF"
"A0PJY2","GO:0005654","nucleoplasm","CC"
"A0PJY2","GO:0005829","cytosol","CC"
"A0PJY2","GO:0006357","regulation of transcription by RNA polymerase II","BP"
"A0PJY2","GO:0007411","axon guidance","BP"
"A0PJY2","GO:0008285","negative regulation of cell population proliferation","BP"
"A0PJY2","GO:0021772","olfactory bulb development","BP"
"A0PJY2","GO:0021797","forebrain anterior/posterior pattern specification","BP"
"A0PJY2","GO:0043697","cell dedifferentiation","BP"
"A0PJY2","GO:0045666","positive regulation of neuron differentiation","BP"
"A0PJY2","GO:0045893","positive regulation of DNA-templated transcription","BP"
"A0PJY2","GO:0046872","metal ion binding","MF"
"A0PJY2","GO:0050767","regulation of neurogenesis","BP"
"A0PJY2","GO:1904936","interneuron migration","BP"
"A0PK00","GO:0005637","nuclear inner membrane","CC"
"A0PK00","GO:0045444","fat cell differentiation","BP"
"A0PK00","GO:0051291","protein heterooligomerization","BP"
"A0PK11","GO:0007605","sensory perception of sound","BP"
"A0PK11","GO:0032421","stereocilium bundle","CC"
"A0PK11","GO:0060088","auditory receptor cell stereocilium organization","BP"
"A0PK11","GO:0060171","stereocilium membrane","CC"
"A0PK11","GO:0120045","stereocilium maintenance","BP"
"A1A4S6","GO:0005096","GTPase activator activity","MF"
"A1A4S6","GO:0005829","cytosol","CC"
"A1A4S6","GO:0005886","plasma membrane","CC"
"A1A4S6","GO:0007010","cytoskeleton organization","BP"
"A1A4S6","GO:0007165","signal transduction","BP"
"A1A4S6","GO:0010008","endosome membrane","CC"
"A1A4S6","GO:0043066","negative regulation of apoptotic process","BP"
"A1A4S6","GO:0048471","perinuclear region of cytoplasm","CC"
"A1A4S6","GO:0051056","regulation of small GTPase mediated signal transduction","BP"
"A1A4Y4","GO:0000045","autophagosome assembly","BP"
"A1A4Y4","GO:0000139","Golgi membrane","CC"
"A1A4Y4","GO:0000421","autophagosome membrane","CC"
"A1A4Y4","GO:0001891","phagocytic cup","CC"
"A1A4Y4","GO:0001934","positive regulation of protein phosphorylation","BP"
"A1A4Y4","GO:0003924","GTPase activity","MF"
"A1A4Y4","GO:0003925","G protein activity","MF"
"A1A4Y4","GO:0005525","GTP binding","MF"
"A1A4Y4","GO:0005739","mitochondrion","CC"
"A1A4Y4","GO:0005765","lysosomal membrane","CC"
"A1A4Y4","GO:0005789","endoplasmic reticulum membrane","CC"
"A1A4Y4","GO:0005794","Golgi apparatus","CC"
"A1A4Y4","GO:0005829","cytosol","CC"
"A1A4Y4","GO:0006952","defense response","BP"
"A1A4Y4","GO:0006954","inflammatory response","BP"
"A1A4Y4","GO:0010508","positive regulation of autophagy","BP"
"A1A4Y4","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","BP"
"A1A4Y4","GO:0019901","protein kinase binding","MF"
"A1A4Y4","GO:0030670","phagocytic vesicle membrane","CC"
"A1A4Y4","GO:0030674","protein-macromolecule adaptor activity","MF"
"A1A4Y4","GO:0031648","protein destabilization","BP"
"A1A4Y4","GO:0031902","late endosome membrane","CC"
"A1A4Y4","GO:0031966","mitochondrial membrane","CC"
"A1A4Y4","GO:0032480","negative regulation of type I interferon production","BP"
"A1A4Y4","GO:0032689","negative regulation of type II interferon production","BP"
"A1A4Y4","GO:0033138","positive regulation of peptidyl-serine phosphorylation","BP"
"A1A4Y4","GO:0035458","cellular response to interferon-beta","BP"
"A1A4Y4","GO:0042742","defense response to bacterium","BP"
"A1A4Y4","GO:0042995","cell projection","CC"
"A1A4Y4","GO:0043032","positive regulation of macrophage activation","BP"
"A1A4Y4","GO:0043124","negative regulation of canonical NF-kappaB signal transduction","BP"
"A1A4Y4","GO:0043254","regulation of protein-containing complex assembly","BP"
"A1A4Y4","GO:0043539","protein serine/threonine kinase activator activity","MF"
"A1A4Y4","GO:0045087","innate immune response","BP"
"A1A4Y4","GO:0050687","negative regulation of defense response to virus","BP"
"A1A4Y4","GO:0050700","CARD domain binding","MF"
"A1A4Y4","GO:0050728","negative regulation of inflammatory response","BP"
"A1A4Y4","GO:0050821","protein stabilization","BP"
"A1A4Y4","GO:0050829","defense response to Gram-negative bacterium","BP"
"A1A4Y4","GO:0051434","BH3 domain binding","MF"
"A1A4Y4","GO:0060335","positive regulation of type II interferon-mediated signaling pathway","BP"
"A1A4Y4","GO:0061635","regulation of protein complex stability","BP"
"A1A4Y4","GO:0061739","protein lipidation involved in autophagosome assembly","BP"
"A1A4Y4","GO:0061762","CAMKK-AMPK signaling cascade","BP"
"A1A4Y4","GO:0061912","selective autophagy","BP"
"A1A4Y4","GO:0065003","protein-containing complex assembly","BP"
"A1A4Y4","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","BP"
"A1A4Y4","GO:0071211","protein targeting to vacuole involved in autophagy","BP"
"A1A4Y4","GO:0071222","cellular response to lipopolysaccharide","BP"
"A1A4Y4","GO:0071902","positive regulation of protein serine/threonine kinase activity","BP"
"A1A4Y4","GO:0090141","positive regulation of mitochondrial fission","BP"
"A1A4Y4","GO:0097352","autophagosome maturation","BP"
"A1A4Y4","GO:0098586","cellular response to virus","BP"
"A1A4Y4","GO:0160049","negative regulation of cGAS/STING signaling pathway","BP"
"A1A4Y4","GO:1900226","negative regulation of NLRP3 inflammasome complex assembly","BP"
"A1A4Y4","GO:1901098","positive regulation of autophagosome maturation","BP"
"A1A4Y4","GO:1901526","positive regulation of mitophagy","BP"
"A1A4Y4","GO:1901612","cardiolipin binding","MF"
"A1A4Y4","GO:1904417","positive regulation of xenophagy","BP"
"A1A4Y4","GO:1905673","positive regulation of lysosome organization","BP"
"A1A519","GO:0003677","DNA binding","MF"
"A1A519","GO:0005634","nucleus","CC"
"A1A519","GO:0006366","transcription by RNA polymerase II","BP"
"A1A519","GO:0009566","fertilization","BP"
"A1A519","GO:0045893","positive regulation of DNA-templated transcription","BP"
"A1A519","GO:0046872","metal ion binding","MF"
"A1A5B4","GO:0005229","intracellular calcium activated chloride channel activity","MF"
"A1A5B4","GO:0005254","chloride channel activity","MF"
"A1A5B4","GO:0005886","plasma membrane","CC"
"A1A5B4","GO:0006629","lipid metabolic process","BP"
"A1A5B4","GO:0006821","chloride transport","BP"
"A1A5B4","GO:0017128","phospholipid scramblase activity","MF"
"A1A5B4","GO:0034220","monoatomic ion transmembrane transport","BP"
"A1A5B4","GO:0051649","establishment of localization in cell","BP"
"A1A5B4","GO:0061589","calcium activated phosphatidylserine scrambling","BP"
"A1A5B4","GO:0061590","calcium activated phosphatidylcholine scrambling","BP"
"A1A5B4","GO:0061591","calcium activated galactosylceramide scrambling","BP"
"A1A5B4","GO:1902476","chloride transmembrane transport","BP"
"A1A5B4","GO:1902939","negative regulation of intracellular calcium activated chloride channel activity","BP"
"A1A5C7","GO:0005886","plasma membrane","CC"
"A1A5C7","GO:0006811","monoatomic ion transport","BP"
"A1A5C7","GO:0022857","transmembrane transporter activity","MF"
"A1E959","GO:0001934","positive regulation of protein phosphorylation","BP"
"A1E959","GO:0005576","extracellular region","CC"
"A1E959","GO:0005615","extracellular space","CC"
"A1E959","GO:0005634","nucleus","CC"
"A1E959","GO:0005654","nucleoplasm","CC"
"A1E959","GO:0005737","cytoplasm","CC"
"A1E959","GO:0005829","cytosol","CC"
"A1E959","GO:0006954","inflammatory response","BP"
"A1E959","GO:0010628","positive regulation of gene expression","BP"
"A1E959","GO:0031214","biomineral tissue development","BP"
"A1E959","GO:0032956","regulation of actin cytoskeleton organization","BP"
"A1E959","GO:0042475","odontogenesis of dentin-containing tooth","BP"
"A1E959","GO:0043547","positive regulation of GTPase activity","BP"
"A1E959","GO:0060054","positive regulation of epithelial cell proliferation involved in wound healing","BP"
"A1E959","GO:0071944","cell periphery","CC"
"A1E959","GO:0072686","mitotic spindle","CC"
"A1E959","GO:0099512","supramolecular fiber","CC"
"A1KXE4","GO:0005886","plasma membrane","CC"
"A1KXE4","GO:0030424","axon","CC"
"A1KXE4","GO:0048471","perinuclear region of cytoplasm","CC"
"A1KXE4","GO:0070062","extracellular exosome","CC"
"A1KZ92","GO:0004519","endonuclease activity","MF"
"A1KZ92","GO:0004601","peroxidase activity","MF"
"A1KZ92","GO:0005615","extracellular space","CC"
"A1KZ92","GO:0005783","endoplasmic reticulum","CC"
"A1KZ92","GO:0005886","plasma membrane","CC"
"A1KZ92","GO:0006979","response to oxidative stress","BP"
"A1KZ92","GO:0020037","heme binding","MF"
"A1KZ92","GO:0042744","hydrogen peroxide catabolic process","BP"
"A1KZ92","GO:0046872","metal ion binding","MF"
"A1KZ92","GO:0140825","lactoperoxidase activity","MF"
"A1L0T0","GO:0000287","magnesium ion binding","MF"
"A1L0T0","GO:0001561","fatty acid alpha-oxidation","BP"
"A1L0T0","GO:0003984","acetolactate synthase activity","MF"
"A1L0T0","GO:0005789","endoplasmic reticulum membrane","CC"
"A1L0T0","GO:0005948","acetolactate synthase complex","CC"
"A1L0T0","GO:0009097","isoleucine biosynthetic process","BP"
"A1L0T0","GO:0009099","valine biosynthetic process","BP"
"A1L0T0","GO:0016020","membrane","CC"
"A1L0T0","GO:0016829","lyase activity","MF"
"A1L0T0","GO:0030976","thiamine pyrophosphate binding","MF"
"A1L0T0","GO:0050660","flavin adenine dinucleotide binding","MF"
"A1L167","GO:0000209","protein polyubiquitination","BP"
"A1L167","GO:0005524","ATP binding","MF"
"A1L167","GO:0005634","nucleus","CC"
"A1L167","GO:0005654","nucleoplasm","CC"
"A1L167","GO:0005886","plasma membrane","CC"
"A1L167","GO:0061631","ubiquitin conjugating enzyme activity","MF"
"A1L190","GO:0000801","central element","CC"
"A1L190","GO:0005634","nucleus","CC"
"A1L190","GO:0005694","chromosome","CC"
"A1L190","GO:0006915","apoptotic process","BP"
"A1L190","GO:0007130","synaptonemal complex assembly","BP"
"A1L190","GO:0007131","reciprocal meiotic recombination","BP"
"A1L190","GO:0007283","spermatogenesis","BP"
"A1L190","GO:0035234","ectopic germ cell programmed cell death","BP"
"A1L190","GO:0043065","positive regulation of apoptotic process","BP"
"A1L190","GO:0051094","positive regulation of developmental process","BP"
"A1L190","GO:0051301","cell division","BP"
"A1L190","GO:2000243","positive regulation of reproductive process","BP"
"A1L390","GO:0003779","actin binding","MF"
"A1L390","GO:0005085","guanyl-nucleotide exchange factor activity","MF"
"A1L390","GO:0005829","cytosol","CC"
"A1L390","GO:0005856","cytoskeleton","CC"
"A1L390","GO:0030334","regulation of cell migration","BP"
"A1L390","GO:0031267","small GTPase binding","MF"
"A1L390","GO:0051056","regulation of small GTPase mediated signal transduction","BP"
"A1L390","GO:2000114","regulation of establishment of cell polarity","BP"
"A1L3X0","GO:0005783","endoplasmic reticulum","CC"
"A1L3X0","GO:0005789","endoplasmic reticulum membrane","CC"
"A1L3X0","GO:0006636","unsaturated fatty acid biosynthetic process","BP"
"A1L3X0","GO:0009922","fatty acid elongase activity","MF"
"A1L3X0","GO:0019367","fatty acid elongation, saturated fatty acid","BP"
"A1L3X0","GO:0030148","sphingolipid biosynthetic process","BP"
"A1L3X0","GO:0034625","fatty acid elongation, monounsaturated fatty acid","BP"
"A1L3X0","GO:0034626","fatty acid elongation, polyunsaturated fatty acid","BP"
"A1L3X0","GO:0035338","long-chain fatty-acyl-CoA biosynthetic process","BP"
"A1L3X0","GO:0042761","very long-chain fatty acid biosynthetic process","BP"
"A1L4H1","GO:0001968","fibronectin binding","MF"
"A1L4H1","GO:0005044","scavenger receptor activity","MF"
"A1L4H1","GO:0005615","extracellular space","CC"
"A1L4H1","GO:0005737","cytoplasm","CC"
"A1L4H1","GO:0006952","defense response","BP"
"A1L4H1","GO:0016020","membrane","CC"
"A1L4H1","GO:0031012","extracellular matrix","CC"
"A1L4H1","GO:0032717","negative regulation of interleukin-8 production","BP"
"A1L4H1","GO:0042494","detection of bacterial lipoprotein","BP"
"A1L4H1","GO:0043236","laminin binding","MF"
"A1L4H1","GO:0045087","innate immune response","BP"
"A1L4H1","GO:0050829","defense response to Gram-negative bacterium","BP"
"A1L4H1","GO:0050830","defense response to Gram-positive bacterium","BP"
"A1L4H1","GO:0050840","extracellular matrix binding","MF"
"A1L4H1","GO:0062023","collagen-containing extracellular matrix","CC"
"A1L4K1","GO:0005634","nucleus","CC"
"A1L4K1","GO:0016529","sarcoplasmic reticulum","CC"
"A1L4K1","GO:0048471","perinuclear region of cytoplasm","CC"
"A1X283","GO:0001501","skeletal system development","BP"
"A1X283","GO:0001654","eye development","BP"
"A1X283","GO:0002102","podosome","CC"
"A1X283","GO:0005737","cytoplasm","CC"
"A1X283","GO:0006801","superoxide metabolic process","BP"
"A1X283","GO:0007507","heart development","BP"
"A1X283","GO:0010314","phosphatidylinositol-5-phosphate binding","MF"
"A1X283","GO:0016176","superoxide-generating NADPH oxidase activator activity","MF"
"A1X283","GO:0022617","extracellular matrix disassembly","BP"
"A1X283","GO:0030154","cell differentiation","BP"
"A1X283","GO:0032266","phosphatidylinositol-3-phosphate binding","MF"
"A1X283","GO:0042169","SH2 domain binding","MF"
